sku;handle;produto;categoria;custo;venda;aliexpress;foto_local
tech-013;pelicula-privacidade;Película Privacidade;Tech;9,32;18,64;https://pt.aliexpress.com/w/wholesale-privacy+screen+protector.html;assets/img/ali/tech-013.jpg
tech-014;suporte-mesa-articulado;Suporte Mesa Articulado;Tech;17,61;35,22;https://pt.aliexpress.com/w/wholesale-desktop+phone+stand+adjustable.html;assets/img/ali/tech-014.jpg
tech-015;mini-projetor-portatil;Mini Projetor Portátil;Tech;145,04;290,08;https://pt.aliexpress.com/w/wholesale-mini+portable+projector.html;assets/img/ali/tech-015.jpg
tech-016;teclado-bluetooth-slim;Teclado Bluetooth Slim;Tech;54,39;108,78;https://pt.aliexpress.com/w/wholesale-slim+bluetooth+keyboard.html;assets/img/ali/tech-016.jpg
tech-017;mouse-silencioso;Mouse Silencioso;Tech;26,42;52,84;https://pt.aliexpress.com/w/wholesale-silent+wireless+mouse.html;assets/img/ali/tech-017.jpg
tech-018;webcam-full-hd;Webcam Full HD;Tech;68,38;136,76;https://pt.aliexpress.com/w/wholesale-webcam+1080p+autofocus.html;assets/img/ali/tech-018.jpg
tech-019;luminaria-anel-led;Luminária Anel LED;Tech;45,07;90,14;https://pt.aliexpress.com/w/wholesale-ring+light+10+inch.html;assets/img/ali/tech-019.jpg
tech-020;adaptador-hdmi-4k;Adaptador HDMI 4K;Tech;22,27;44,54;https://pt.aliexpress.com/w/wholesale-hdmi+adapter+4k+usb+c.html;assets/img/ali/tech-020.jpg
casa-021;capa-de-sofa-2-lugares;Capa de Sofá 2 Lugares;Casa;38,23;76,46;https://pt.aliexpress.com/w/wholesale-sofa+cover+2+seater+stretch.html;assets/img/ali/casa-021.jpg
casa-022;capa-de-sofa-3-lugares;Capa de Sofá 3 Lugares;Casa;46,10;92,20;https://pt.aliexpress.com/w/wholesale-sofa+cover+3+seater+stretch.html;assets/img/ali/casa-022.jpg
casa-023;organizador-de-joias;Organizador de Joias;Casa;44,96;89,92;https://pt.aliexpress.com/w/wholesale-jewelry+organizer+box.html;assets/img/ali/casa-023.jpg
casa-024;almofada-lombar;Almofada Lombar;Casa;65,99;131,98;https://pt.aliexpress.com/w/wholesale-lumbar+support+pillow.html;assets/img/ali/casa-024.jpg
casa-025;travesseiro-cervical;Travesseiro Cervical;Casa;58,02;116,04;https://pt.aliexpress.com/w/wholesale-cervical+memory+foam+pillow.html;assets/img/ali/casa-025.jpg
casa-026;suporte-vassoura-parede;Suporte Vassoura Parede;Casa;26,78;53,56;https://pt.aliexpress.com/w/wholesale-broom+holder+wall+mount.html;assets/img/ali/casa-026.jpg
casa-027;capa-de-fogao;Capa de Fogão;Casa;16,42;32,84;https://pt.aliexpress.com/w/wholesale-stove+burner+covers.html;assets/img/ali/casa-027.jpg
casa-028;cortina-blackout;Cortina Blackout;Casa;75,11;150,22;https://pt.aliexpress.com/w/wholesale-blackout+curtains+living+room.html;assets/img/ali/casa-028.jpg
casa-029;tapete-passadeira;Tapete Passadeira;Casa;50,76;101,52;https://pt.aliexpress.com/w/wholesale-hallway+runner+rug.html;assets/img/ali/casa-029.jpg
casa-030;luminaria-de-mesa;Luminária de Mesa;Casa;52,84;105,68;https://pt.aliexpress.com/w/wholesale-desk+lamp+led+dimmable.html;assets/img/ali/casa-030.jpg
casa-031;fita-led-5m-rgb;Fita LED 5m RGB;Casa;33,15;66,30;https://pt.aliexpress.com/w/wholesale-led+strip+lights+5m+rgb.html;assets/img/ali/casa-031.jpg
casa-032;umidificador-300ml;Umidificador 300ml;Casa;41,96;83,92;https://pt.aliexpress.com/w/wholesale-humidifier+300ml+usb.html;assets/img/ali/casa-032.jpg
casa-033;relogio-de-parede;Relógio de Parede;Casa;39,37;78,74;https://pt.aliexpress.com/w/wholesale-modern+wall+clock+silent.html;assets/img/ali/casa-033.jpg
casa-034;cabideiro-de-porta;Cabideiro de Porta;Casa;21,76;43,52;https://pt.aliexpress.com/w/wholesale-over+door+hook+hanger.html;assets/img/ali/casa-034.jpg
casa-035;caixa-organizadora;Caixa Organizadora;Casa;30,56;61,12;https://pt.aliexpress.com/w/wholesale-foldable+storage+box.html;assets/img/ali/casa-035.jpg
casa-036;protetor-de-quina;Protetor de Quina;Casa;14,50;29,00;https://pt.aliexpress.com/w/wholesale-corner+guards+baby+safety.html;assets/img/ali/casa-036.jpg
casa-037;puxador-adesivo;Puxador Adesivo;Casa;12,43;24,86;https://pt.aliexpress.com/w/wholesale-self+adhesive+drawer+handle.html;assets/img/ali/casa-037.jpg
casa-038;varal-retratil;Varal Retrátil;Casa;35,74;71,48;https://pt.aliexpress.com/w/wholesale-retractable+clothes+line.html;assets/img/ali/casa-038.jpg
casa-039;pano-microfibra-kit-10;Pano Microfibra Kit 10;Casa;18,13;36,26;https://pt.aliexpress.com/w/wholesale-microfiber+cleaning+cloths+10.html;assets/img/ali/casa-039.jpg
casa-040;lixeira-com-pedal;Lixeira com Pedal;Casa;59,05;118,10;https://pt.aliexpress.com/w/wholesale-pedal+trash+can+8l.html;assets/img/ali/casa-040.jpg
pet-041;cama-caverna-gato;Cama Caverna Gato;Pet;59,88;119,76;https://pt.aliexpress.com/w/wholesale-cat+cave+bed+felt.html;assets/img/ali/pet-041.jpg
pet-042;cama-ortopedica-cao;Cama Ortopédica Cão;Pet;95,31;190,62;https://pt.aliexpress.com/w/wholesale-orthopedic+dog+bed.html;assets/img/ali/pet-042.jpg
pet-043;coleira-led-recarregavel;Coleira LED Recarregável;Pet;19,53;39,06;https://pt.aliexpress.com/w/wholesale-rechargeable+led+dog+collar.html;assets/img/ali/pet-043.jpg
pet-044;guia-retratil-5m;Guia Retrátil 5m;Pet;32,12;64,24;https://pt.aliexpress.com/w/wholesale-retractable+dog+leash+5m.html;assets/img/ali/pet-044.jpg
pet-045;comedouro-lento;Comedouro Lento;Pet;36,57;73,14;https://pt.aliexpress.com/w/wholesale-slow+feeder+dog+bowl.html;assets/img/ali/pet-045.jpg
pet-046;fonte-agua-gato;Fonte Água Gato;Pet;76,66;153,32;https://pt.aliexpress.com/w/wholesale-cat+water+fountain.html;assets/img/ali/pet-046.jpg
pet-047;arranhador-torre;Arranhador Torre;Pet;113,96;227,92;https://pt.aliexpress.com/w/wholesale-cat+scratching+tower.html;assets/img/ali/pet-047.jpg
pet-048;brinquedo-laser;Brinquedo Laser;Pet;27,97;55,94;https://pt.aliexpress.com/w/wholesale-cat+laser+toy+automatic.html;assets/img/ali/pet-048.jpg
pet-049;dispenser-cata-caca;Dispenser Cata-Caca;Pet;10,88;21,76;https://pt.aliexpress.com/w/wholesale-dog+poop+bag+dispenser.html;assets/img/ali/pet-049.jpg
pet-050;roupa-cao-inverno;Roupa Cão Inverno;Pet;42,99;85,98;https://pt.aliexpress.com/w/wholesale-dog+winter+coat.html;assets/img/ali/pet-050.jpg
pet-051;peitoral-antipuxao;Peitoral Antipuxão;Pet;40,92;81,84;https://pt.aliexpress.com/w/wholesale-no+pull+dog+harness.html;assets/img/ali/pet-051.jpg
pet-052;escova-tira-pelos;Escova Tira-Pelos;Pet;23,83;47,66;https://pt.aliexpress.com/w/wholesale-pet+hair+remover+brush.html;assets/img/ali/pet-052.jpg
pet-053;tapete-higienico-lavavel;Tapete Higiênico Lavável;Pet;47,66;95,32;https://pt.aliexpress.com/w/wholesale-washable+puppy+pad.html;assets/img/ali/pet-053.jpg
pet-054;brinquedo-mordedor;Brinquedo Mordedor;Pet;19,68;39,36;https://pt.aliexpress.com/w/wholesale-dog+chew+toy+nylon.html;assets/img/ali/pet-054.jpg
pet-055;cama-janela-gato;Cama Janela Gato;Pet;67,86;135,72;https://pt.aliexpress.com/w/wholesale-cat+window+perch.html;assets/img/ali/pet-055.jpg
pet-056;comedouro-elevado;Comedouro Elevado;Pet;54,39;108,78;https://pt.aliexpress.com/w/wholesale-elevated+dog+bowl+stand.html;assets/img/ali/pet-056.jpg
pet-057;gps-pet-mini;GPS Pet Mini;Pet;86,51;173,02;https://pt.aliexpress.com/w/wholesale-mini+gps+pet+tracker.html;assets/img/ali/pet-057.jpg
pet-058;tunel-para-gato;Túnel para Gato;Pet;35,22;70,44;https://pt.aliexpress.com/w/wholesale-cat+tunnel+toy.html;assets/img/ali/pet-058.jpg
pet-059;bolsa-transporte-pet;Bolsa Transporte Pet;Pet;78,74;157,48;https://pt.aliexpress.com/w/wholesale-pet+carrier+bag+airline.html;assets/img/ali/pet-059.jpg
pet-060;bebedouro-portatil;Bebedouro Portátil;Pet;25,38;50,76;https://pt.aliexpress.com/w/wholesale-portable+dog+water+bottle.html;assets/img/ali/pet-060.jpg
moda-061;bolsa-transversal-mini;Bolsa Transversal Mini;Moda;19,58;39,16;https://pt.aliexpress.com/w/wholesale-mini+crossbody+bag.html;assets/img/ali/moda-061.jpg
moda-062;bolsa-shopper-couro-pu;Bolsa Shopper Couro PU;Moda;48,69;97,38;https://pt.aliexpress.com/w/wholesale-pu+leather+tote+bag.html;assets/img/ali/moda-062.jpg
moda-063;carteira-slim-rfid;Carteira Slim RFID;Moda;20,62;41,24;https://pt.aliexpress.com/w/wholesale-rfid+slim+wallet.html;assets/img/ali/moda-063.jpg
